@relation my_relation
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 real
@attribute attr37 real
@attribute attr38 real
@attribute attr39 real
@attribute attr40 real
@attribute attr41 real
@attribute attr42 real
@attribute attr43 real
@attribute attr44 real
@attribute attr45 real
@attribute attr46 real
@attribute attr47 real
@attribute attr48 real
@attribute attr49 real
@attribute attr50 real
@attribute attr51 real
@attribute attr52 real
@attribute attr53 real
@attribute attr54 real
@attribute attr55 real
@attribute attr56 real
@attribute attr57 real
@attribute attr58 real
@attribute attr59 real
@attribute attr60 real
@attribute attr61 {Y0, Y1}
@data
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,38.0,38.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,31.0,4.0,509.0,45.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,'Y0'
0.0,0.0,1.0,11.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,146.0,146.0,1.0,0.622222,0.0,12.0,1.0,17.0,0.3,1.0,17.0,1.545455,1.545455,3.0,16.0,0.0,197.0,16.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,10.0,0.0,1.0,'Y0'
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,42.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,7.0,7.0,7.0,3.0,16.0,0.0,197.0,16.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,'Y0'
0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,51.0,51.0,4.0,0.0,5.0,8.0,1.0,11.0,1.0,0.42967,11.0,2.75,2.75,3.0,16.0,0.0,197.0,16.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,'Y0'
0.0,9.0,0.0,12.0,1.0,0.0,1.0,3.0,7.0,0.0,1.0,164.0,79.0,0.0,0.30303,1.0,13.0,0.0,21.0,0.857143,0.25,11.0,1.75,3.666667,6.0,47.0,1.0,762.0,77.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,'Y0'
0.0,8.0,0.0,15.0,1.0,0.0,0.0,7.0,4.0,0.0,1.0,97.0,49.0,0.0,0.461538,0.0,15.0,0.0,15.0,0.732143,0.428571,7.0,1.0,1.0,1.0,7.0,0.0,97.0,15.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,2.0,'Y0'
0.0,1.0,0.0,7.0,0.0,11.0,12.0,6.0,5.0,0.0,1.0,321.0,306.0,20.0,0.2,13.0,38.0,0.0,51.0,0.866667,0.75,48.0,7.285714,8.0,14.0,112.0,4.0,2893.0,139.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,1.0,'Y1'
0.0,0.0,2.0,9.0,0.0,1.0,4.0,9.0,5.0,0.0,1.0,200.0,200.0,2.0,1.0,3.0,13.0,0.0,20.0,0.825,1.0,20.0,2.222222,2.222222,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,7.0,8.0,0.0,1.0,'Y0'
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.42967,2.0,2.0,2.0,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,'Y0'
0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,25.0,7.0,0.0,0.333333,0.0,4.0,0.0,4.0,0.666667,0.25,1.0,1.0,1.0,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,'Y0'
0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,47.0,47.0,0.0,0.142857,0.0,8.0,0.0,8.0,0.857143,0.0,0.0,1.0,0.0,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,'Y0'
0.0,6.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,47.0,11.0,0.0,0.142857,0.0,8.0,0.0,8.0,0.857143,0.25,2.0,1.0,1.0,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,'Y0'
0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,91.0,91.0,0.0,0.066667,3.0,16.0,0.0,16.0,0.933333,0.0,0.0,1.0,0.0,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,45.0,6.0,29.0,29.0,2.0,0.0,9.0,18.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,'Y0'
1.0,1.0,0.0,7.0,1.0,2.0,2.0,6.0,1.0,44.0,6.0,48.0,38.0,4.0,1.0,9.0,19.0,0.0,7.0,0.166667,0.75,6.0,1.0,1.0,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,'Y0'
0.0,0.0,0.0,6.0,1.0,3.0,2.0,6.0,0.0,44.0,6.0,39.0,39.0,2.0,0.0,9.0,18.0,0.0,8.0,0.0,1.0,8.0,1.333333,1.333333,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,'Y0'
2.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0,5.0,51.0,2.0,1917.0,1917.0,0.0,0.007519,1.0,66.0,0.0,785.0,0.996923,0.919355,785.0,11.893939,11.893939,18.0,408.0,4.0,12655.0,440.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,57.0,5.0,4.0,0.0,61.0,0.0,5.0,5.0,5.0,56.0,0.0,5.0,62.0,0.0,4.0,'Y1'
1.0,0.0,2.0,7.0,0.0,13.0,6.0,7.0,6.0,0.0,1.0,301.0,301.0,8.0,0.0,6.0,23.0,0.0,48.0,1.0,1.0,48.0,6.857143,6.857143,7.0,41.0,1.0,928.0,41.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,'Y1'
0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,15.0,3.0,8.0,8.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,7.0,41.0,1.0,928.0,41.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,'Y0'
0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,12.0,12.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,4.0,2.0,2.0,7.0,41.0,1.0,928.0,41.0,4.0,190.0,3.0,713.0,563.0,9457.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,'Y0'
1.0,0.0,3.0,22.0,0.0,25.0,15.0,22.0,4.0,0.0,1.0,603.0,603.0,21.0,0.333333,15.0,69.0,0.0,114.0,0.964286,1.0,114.0,5.181818,5.181818,7.0,41.0,1.0,928.0,41.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,1.0,'Y1'
0.0,5.0,0.0,12.0,4.0,5.0,2.0,7.0,1.0,23.0,2.0,96.0,45.0,1.0,1.0,5.0,39.0,0.0,21.0,0.636364,0.545455,7.0,1.75,1.0,13.0,73.0,1.0,1076.0,136.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,3.0,'Y0'
1.0,2.0,9.0,33.0,0.0,29.0,28.0,31.0,36.0,531.0,6.0,1043.0,1015.0,46.0,0.3,23.0,104.0,0.0,70.0,0.94184,1.0,68.0,2.121212,2.193548,153.0,385.0,0.0,6579.0,454.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,4.0,27.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,30.0,0.0,1.0,'Y1'
0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,228.0,228.0,0.0,1.0,0.0,11.0,0.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,0.0,228.0,11.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,'Y0'
0.0,8.0,0.0,10.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,86.0,22.0,1.0,0.142857,1.0,11.0,0.0,11.0,0.888889,0.0,3.0,1.1,1.5,61.0,399.0,1.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,'Y0'
0.0,0.0,0.0,18.0,0.0,39.0,11.0,18.0,14.0,20.0,2.0,1172.0,1172.0,20.0,0.461538,21.0,71.0,0.0,238.0,0.894958,1.0,238.0,13.222222,13.222222,61.0,399.0,1.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,0.0,9.0,0.0,5.0,3.0,14.0,3.0,0.0,0.0,11.0,1.0,5.0,0.0,12.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,'Y1'
0.0,7.0,0.0,9.0,1.0,0.0,1.0,2.0,4.0,8.0,2.0,86.0,30.0,1.0,0.166667,2.0,18.0,0.0,9.0,0.84375,0.222222,2.0,1.0,1.0,61.0,399.0,1.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,'Y0'
0.0,0.0,0.0,23.0,2.0,30.0,10.0,23.0,14.0,9.0,3.0,1288.0,1288.0,25.0,0.280702,12.0,57.0,0.0,287.0,0.87987,0.818182,287.0,12.478261,12.478261,61.0,399.0,1.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,2.0,12.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,13.0,9.0,2.0,0.0,12.0,1.0,0.0,22.0,17.0,1.0,0.0,16.0,6.0,21.0,0.0,2.0,'Y1'
0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,95.0,63.0,0.0,0.333333,1.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,61.0,399.0,1.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,12.0,2.0,0.0,0.0,5.0,5.0,5.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,70.0,0.0,6.0,2.0,70.0,55.0,0.0,1.0,2999.0,2999.0,6.0,0.495021,5.0,76.0,0.0,684.0,0.928327,0.888889,684.0,9.771429,9.771429,61.0,399.0,1.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,2.0,36.0,0.0,17.0,0.0,28.0,0.0,27.0,0.0,28.0,16.0,31.0,0.0,23.0,5.0,0.0,65.0,38.0,0.0,5.0,38.0,27.0,69.0,0.0,1.0,'Y1'
2.0,0.0,2.0,17.0,0.0,3.0,7.0,17.0,10.0,0.0,7.0,571.0,571.0,19.0,0.363636,6.0,39.0,1.0,45.0,0.89375,0.42967,45.0,2.647059,2.647059,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,2.0,'Y1'
0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,574.0,6.0,66.0,66.0,2.0,1.0,2.0,6.0,0.0,8.0,1.0,1.0,8.0,4.0,4.0,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,'Y0'
0.0,0.0,3.0,7.0,0.0,0.0,5.0,7.0,1.0,0.0,6.0,239.0,239.0,7.0,0.0,2.0,14.0,5.0,27.0,1.0,0.42967,27.0,3.857143,3.857143,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,2.0,5.0,5.0,0.0,2.0,'Y0'
0.0,4.0,1.0,10.0,0.0,1.0,4.0,6.0,5.0,541.0,7.0,149.0,91.0,7.0,0.190476,8.0,27.0,0.0,14.0,0.955556,0.5,6.0,1.4,1.0,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,'Y0'
0.0,1.0,1.0,40.0,0.0,14.0,17.0,39.0,16.0,0.0,1.0,1243.0,1234.0,46.0,0.239683,20.0,94.0,0.0,133.0,0.959936,0.921053,132.0,3.325,3.384615,22.0,154.0,1.0,4151.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,2.0,14.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,10.0,36.0,4.0,0.0,0.0,9.0,0.0,31.0,38.0,9.0,0.0,29.0,2.0,38.0,0.0,1.0,'Y1'
1.0,8.0,0.0,11.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,83.0,43.0,0.0,0.142857,0.0,11.0,0.0,11.0,0.9,0.272727,3.0,1.0,1.0,15.0,154.0,2.0,4404.0,202.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,'Y0'
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,8.0,8.0,1.0,1.0,5.0,10.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,8.0,20.0,0.0,147.0,20.0,28.0,204.0,11.0,1031.0,987.0,9065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,'Y0'
0.0,2.0,0.0,5.0,2.0,0.0,2.0,3.0,4.0,18.0,3.0,95.0,75.0,4.0,0.6,7.0,27.0,0.0,9.0,0.75,0.6,7.0,1.8,2.333333,11.0,56.0,3.0,1645.0,81.0,18.0,128.0,16.0,1064.0,796.0,20892.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,'Y0'
0.0,15.0,1.0,29.0,6.0,6.0,9.0,14.0,15.0,14.0,3.0,573.0,477.0,23.0,0.108374,12.0,67.0,0.0,71.0,0.952381,0.4,56.0,2.448276,4.0,11.0,56.0,3.0,1645.0,81.0,18.0,128.0,16.0,1064.0,796.0,20892.0,0.0,0.0,10.0,5.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,0.0,'Y1'
0.0,6.0,0.0,8.0,0.0,7.0,3.0,2.0,5.0,0.0,1.0,100.0,64.0,9.0,0.380952,5.0,19.0,0.0,13.0,0.885714,0.25,7.0,1.625,3.5,11.0,56.0,3.0,1645.0,81.0,18.0,128.0,16.0,1064.0,796.0,20892.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,'Y0'
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,1.0,252.0,252.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,78.0,4.0,2309.0,96.0,18.0,128.0,16.0,1064.0,796.0,20892.0,0.0,48.0,0.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,'Y0'
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,83.0,83.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,58.0,0.0,3670.0,138.0,18.0,128.0,16.0,1064.0,796.0,20892.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,'Y0'
0.0,0.0,3.0,11.0,2.0,8.0,15.0,11.0,5.0,50.0,3.0,323.0,323.0,29.0,0.222222,26.0,137.0,0.0,49.0,0.96,0.875,49.0,4.454545,4.454545,4.0,16.0,0.0,323.0,16.0,16.0,118.0,11.0,1092.0,888.0,14175.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,1.0,'Y1'
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,9.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.42967,2.0,2.0,2.0,4.0,16.0,0.0,323.0,16.0,16.0,118.0,11.0,1092.0,888.0,14175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,'Y0'
1.0,10.0,0.0,12.0,0.0,1.0,2.0,2.0,5.0,0.0,1.0,97.0,42.0,2.0,0.163636,2.0,14.0,0.0,19.0,0.890909,0.166667,8.0,1.583333,4.0,14.0,99.0,0.0,2120.0,114.0,16.0,118.0,11.0,1092.0,888.0,14175.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,'Y0'
1.0,14.0,0.0,69.0,0.0,14.0,20.0,55.0,23.0,0.0,1.0,2133.0,1949.0,95.0,0.473994,21.0,189.0,0.0,330.0,0.941816,0.738462,293.0,4.782609,5.327273,16.0,271.0,10.0,4932.0,336.0,16.0,118.0,11.0,1092.0,888.0,14175.0,0.0,3.0,18.0,2.0,0.0,3.0,3.0,3.0,20.0,0.0,0.0,62.0,1.0,6.0,0.0,0.0,0.0,69.0,1.0,0.0,0.0,1.0,68.0,54.0,0.0,1.0,'Y1'
0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,63.0,3.0,21.0,21.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,1.5,1.5,7.0,78.0,0.0,4403.0,88.0,9.0,110.0,25.0,1199.0,951.0,31037.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,'Y0'
5.0,6.0,0.0,30.0,0.0,11.0,23.0,24.0,8.0,0.0,1.0,1323.0,815.0,29.0,0.636842,27.0,69.0,0.0,316.0,0.896552,0.535714,202.0,10.533333,8.416667,7.0,78.0,0.0,4403.0,88.0,9.0,110.0,25.0,1199.0,951.0,31037.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,9.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,1.0,'Y1'
3.0,7.0,0.0,15.0,0.0,0.0,1.0,8.0,13.0,0.0,2.0,263.0,155.0,1.0,0.032967,3.0,16.0,3.0,19.0,1.0,0.42967,8.0,1.266667,1.0,9.0,74.0,4.0,2503.0,131.0,9.0,110.0,25.0,1199.0,951.0,31037.0,0.0,0.0,0.0,8.0,5.0,0.0,5.0,0.0,8.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,1.0,'Y0'
0.0,16.0,0.0,17.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,97.0,1.0,0.0,0.066667,0.0,17.0,0.0,17.0,0.9375,0.0,1.0,1.0,1.0,5.0,49.0,1.0,1904.0,71.0,9.0,110.0,25.0,1199.0,951.0,31037.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,'Y0'
0.0,0.0,0.0,13.0,2.0,3.0,3.0,13.0,5.0,3.0,2.0,218.0,218.0,3.0,0.755556,4.0,19.0,0.0,51.0,0.683333,1.0,51.0,3.923077,3.923077,6.0,38.0,0.0,752.0,38.0,16.0,132.0,23.0,1278.0,781.0,18243.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2.0,11.0,12.0,0.0,1.0,'Y1'
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,6.0,38.0,0.0,752.0,38.0,16.0,132.0,23.0,1278.0,781.0,18243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,'Y0'
