@relation my_relation
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@data
2.0,56.0,7.0,5.0,12.0,1.0,1.0,1.0,5.64,5.64,0.0
1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,5.64,5.64,0.0
5.0,441.0,89.0,17.0,29.0,2.0,14.0,16.0,5.978261,5.978261,1.0
10.0,223.0,29.0,14.0,15.0,6.0,11.0,12.0,6.538462,6.538462,1.0
1.0,14.0,1.0,1.0,9.0,5.0,5.0,5.0,1.722222,1.851852,0.0
1.0,15.0,3.0,5.0,16.0,7.0,7.0,9.0,1.722222,1.851852,0.0
1.0,14.0,1.0,2.0,10.0,3.0,3.0,3.0,1.722222,1.851852,0.0
1.0,13.0,1.0,2.0,11.0,3.0,3.0,3.0,1.722222,1.851852,0.0
3.0,105.0,25.0,16.0,32.0,4.0,5.0,7.0,8.2,10.0,1.0
6.0,346.0,51.0,32.0,47.0,2.0,2.0,2.0,9.029412,11.469388,1.0
6.0,102.0,23.0,23.0,25.0,1.0,3.0,3.0,5.018519,6.53125,1.0
7.0,309.0,55.0,50.0,59.0,1.0,1.0,4.0,9.896552,10.518519,1.0
6.0,367.0,30.0,77.0,84.0,1.0,0.0,3.0,9.896552,10.518519,1.0
6.0,135.0,23.0,42.0,76.0,8.0,16.0,25.0,8.347826,9.45,1.0
8.0,107.0,33.0,26.0,46.0,9.0,15.0,20.0,13.0,13.032258,1.0
8.0,165.0,11.0,19.0,31.0,4.0,6.0,7.0,11.575758,12.066667,1.0
7.0,646.0,39.0,141.0,162.0,4.0,4.0,8.0,11.575758,12.066667,1.0
8.0,673.0,53.0,148.0,179.0,5.0,5.0,10.0,11.575758,12.066667,1.0
8.0,576.0,55.0,120.0,152.0,5.0,8.0,13.0,11.575758,12.066667,1.0
1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.653846,3.047619,0.0
1.0,12.0,1.0,2.0,6.0,1.0,1.0,1.0,2.653846,3.047619,0.0
1.0,10.0,1.0,2.0,6.0,0.0,0.0,0.0,2.653846,3.047619,0.0
1.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,2.653846,3.047619,0.0
2.0,239.0,41.0,10.0,73.0,9.0,14.0,14.0,2.201923,3.157895,1.0
6.0,105.0,22.0,14.0,32.0,6.0,9.0,13.0,14.636364,14.636364,1.0
7.0,103.0,26.0,13.0,29.0,11.0,17.0,19.0,9.882353,9.882353,1.0
6.0,145.0,25.0,19.0,40.0,12.0,17.0,20.0,9.0,9.0,1.0
6.0,132.0,24.0,16.0,36.0,7.0,10.0,13.0,6.830882,6.830882,1.0
6.0,143.0,26.0,13.0,26.0,4.0,5.0,6.0,3.704918,4.235294,1.0
7.0,429.0,97.0,34.0,65.0,3.0,6.0,6.0,13.230769,14.083333,1.0
7.0,183.0,42.0,12.0,33.0,1.0,4.0,4.0,8.366667,8.62069,1.0
1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,5.5,5.5,0.0
6.0,129.0,53.0,6.0,77.0,9.0,10.0,40.0,8.4,9.222222,1.0
1.0,10.0,2.0,2.0,9.0,1.0,1.0,1.0,5.0,5.0,0.0
2.0,18.0,2.0,2.0,20.0,3.0,1.0,6.0,5.0,5.0,0.0
2.0,25.0,4.0,6.0,14.0,1.0,0.0,1.0,5.0,5.0,0.0
7.0,251.0,66.0,29.0,55.0,6.0,5.0,15.0,6.903846,7.651163,1.0
1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,13.0,1.0,2.0,7.0,2.0,3.0,5.0,1.75,1.75,0.0
1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.75,1.75,0.0
3.0,39.0,7.0,1.0,12.0,4.0,6.0,8.0,3.548387,3.566667,0.0
6.0,117.0,31.0,8.0,18.0,4.0,8.0,11.0,4.055556,4.235294,1.0
8.0,394.0,92.0,39.0,116.0,23.0,35.0,49.0,5.92,8.117647,1.0
7.0,102.0,22.0,13.0,35.0,12.0,22.0,22.0,2.958333,3.071429,1.0
1.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,27.0,1.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.75,3.8,0.0
1.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,2.75,3.8,0.0
6.0,289.0,34.0,35.0,55.0,28.0,39.0,52.0,7.666667,7.666667,1.0
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,54.0,13.0,4.0,24.0,0.0,0.0,0.0,1.75,1.666667,0.0
6.0,124.0,8.0,9.0,6.0,2.0,2.0,2.0,2.0,2.25,1.0
1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.869565,2.111111,0.0
1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.869565,2.111111,0.0
1.0,11.0,1.0,1.0,3.0,0.0,0.0,0.0,1.869565,2.111111,0.0
3.0,141.0,6.0,23.0,37.0,9.0,9.0,13.0,2.684211,2.882353,0.0
6.0,152.0,27.0,22.0,33.0,8.0,12.0,15.0,4.375,4.375,1.0
1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,325.0,40.0,11.0,20.0,5.0,5.0,8.0,14.0,14.0,1.0
9.0,192.0,43.0,33.0,52.0,14.0,36.0,44.0,6.863636,7.789474,1.0
6.0,118.0,21.0,22.0,43.0,15.0,22.0,32.0,5.25,5.25,1.0
1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.071429,1.090909,0.0
1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.071429,1.090909,0.0
1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.071429,1.090909,0.0
3.0,250.0,1.0,4.0,32.0,12.0,14.0,26.0,1.0,1.0,0.0
3.0,28.0,5.0,4.0,18.0,1.0,1.0,1.0,5.666667,5.666667,0.0
10.0,1134.0,248.0,96.0,153.0,30.0,70.0,77.0,7.898305,13.03125,1.0
7.0,166.0,46.0,12.0,33.0,4.0,10.0,11.0,9.80303,12.979167,1.0
2.0,38.0,12.0,7.0,15.0,4.0,5.0,11.0,8.0,8.0,0.0
6.0,108.0,23.0,25.0,37.0,6.0,4.0,15.0,3.772727,3.904762,1.0
6.0,112.0,10.0,25.0,30.0,8.0,9.0,9.0,2.235294,2.536585,1.0
1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.857143,2.857143,0.0
5.0,183.0,23.0,22.0,34.0,13.0,25.0,28.0,3.166667,4.9,1.0
8.0,125.0,20.0,21.0,32.0,4.0,10.0,11.0,2.963636,3.037736,1.0
9.0,175.0,26.0,30.0,48.0,9.0,16.0,17.0,9.0,9.0,1.0
1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,7.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0
1.0,21.0,1.0,0.0,18.0,1.0,1.0,1.0,1.724138,3.5,0.0
6.0,248.0,40.0,50.0,62.0,2.0,3.0,4.0,15.666667,15.666667,1.0
1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.315789,1.315789,0.0
4.0,206.0,58.0,12.0,53.0,16.0,24.0,34.0,16.272727,16.272727,1.0
3.0,103.0,16.0,13.0,58.0,13.0,21.0,39.0,4.333333,4.466667,1.0
6.0,381.0,150.0,29.0,77.0,6.0,10.0,24.0,7.109649,8.064171,1.0
7.0,126.0,35.0,18.0,34.0,12.0,17.0,24.0,4.888889,8.0,1.0
1.0,6.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,5.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,128.0,15.0,7.0,31.0,8.0,7.0,12.0,5.56,5.956522,1.0
7.0,157.0,21.0,23.0,48.0,10.0,16.0,25.0,5.56,5.956522,1.0
2.0,7.0,2.0,3.0,4.0,1.0,1.0,1.0,2.142857,2.142857,0.0
1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.142857,2.142857,0.0
5.0,161.0,30.0,21.0,20.0,1.0,4.0,4.0,6.875,6.875,1.0
7.0,104.0,15.0,23.0,27.0,4.0,4.0,5.0,4.137255,4.925,1.0
6.0,193.0,30.0,12.0,37.0,4.0,11.0,11.0,16.5,20.375,1.0
1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.333333,1.333333,0.0
2.0,5.0,2.0,0.0,2.0,3.0,2.0,4.0,1.333333,1.333333,0.0
1.0,5.0,1.0,1.0,2.0,3.0,3.0,4.0,1.333333,1.333333,0.0
6.0,147.0,15.0,10.0,13.0,6.0,7.0,7.0,3.192308,3.173913,1.0
7.0,388.0,78.0,23.0,23.0,3.0,5.0,5.0,21.75,21.75,1.0
2.0,8.0,2.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,0.0
3.0,11.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0
1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,176.0,32.0,16.0,59.0,16.0,9.0,24.0,7.8,7.8,1.0
6.0,108.0,19.0,22.0,29.0,10.0,20.0,22.0,10.0,10.0,1.0
1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.454545,4.454545,0.0
1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.454545,4.454545,0.0
2.0,20.0,3.0,5.0,11.0,3.0,3.0,3.0,4.454545,4.454545,0.0
2.0,21.0,2.0,3.0,10.0,4.0,3.0,5.0,4.454545,4.454545,0.0
6.0,339.0,39.0,44.0,59.0,14.0,27.0,39.0,4.454545,5.222222,1.0
2.0,13.0,2.0,2.0,5.0,3.0,2.0,3.0,3.333333,3.333333,0.0
