IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
876,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export.oasis,JROdtExporter,"exportLine(TableBuilder, JRPrintLine, JRExporterGridCell)",3.0,0.0,3.0,2.0,0.0,2.0,36.0,2.0,0.0,7.0,0.0,12.0,0.4,6.0,15.0,2.0,0.0,9.0,0.0,0.666666666666667,0.0,2.0,1.0,8.0,0.0,8.0,20.0,6.0,3.0,80.0,3.0,295.0,277.0,560.0,0.0,1.0,84.0,264.0,0.0,28.0,1.0,0.0,26.0,3.5,4.33333333333333,21.0,130.0,4.0,3603.0,140.0,66,1571,291,17113,11938,260912,false
947,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JExcelApiExporter,"addBlankCell(JRExporterGridCell, int, int)",3.0,0.0,2.0,2.0,0.0,2.0,39.0,6.0,0.0,9.0,0.0,19.0,0.777777777777778,3.0,3.0,7.0,0.0,4.0,0.0,0.75,0.0,8.0,4.0,47.0,1.0,50.0,39.0,39.0,20.0,79.0,3.0,1913.0,1812.0,4405.0,0.154654654654655,1.0,82.0,279.0,0.0,240.0,0.959782608695652,0.75,227.0,5.1063829787234,5.82051282051282,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,false
975,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRExporterGridCell,"JRExporterGridCell(ElementWrapper, int, int, int, int)",5.0,3.0,0.0,0.0,3.0,1.0,14.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,20.0,?,2.0,2.0,4.0,12.0,?,1.0,169.0,60.0,16.0,0.0935672514619883,3.0,6.0,23.0,3.0,23.0,0.964912280701754,?,5.0,1.15,1.25,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
1011,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRGridLayout,"createCuts(ElementWrapper[], int, int, boolean)",4.0,0.0,2.0,1.0,0.0,4.0,29.0,7.0,0.0,8.0,0.0,13.0,0.6,7.0,18.0,3.0,0.0,11.0,0.0,0.636363636363636,0.0,8.0,1.0,27.0,0.0,21.0,18.0,19.0,16.0,0.0,1.0,925.0,683.0,3010.0,0.274509803921569,0.0,18.0,93.0,0.0,139.0,0.913461538461539,0.6,91.0,5.14814814814815,4.78947368421053,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,false
1033,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRHtmlExporter.StringProvider,"getStringForCollapsedTD(Object, int, int)",3.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,17.0,17.0,8.0,0.0,0.0,1.0,4.0,?,3.0,0.0,?,3.0,1.0,1.0,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,false
1060,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.convert,CrosstabConverter,"addCrosstabRows(ReportConverter, JRCrosstab, int, int, List)",5.0,0.0,2.0,1.0,0.0,4.0,99.0,13.0,0.0,12.0,0.0,14.0,0.0,4.0,16.0,0.0,0.0,8.0,0.0,0.5,0.0,0.0,0.0,9.0,1.0,13.0,19.0,9.0,1.0,4.0,3.0,472.0,472.0,559.0,0.0,0.0,30.0,63.0,0.0,73.0,1.0,1.0,73.0,8.11111111111111,8.11111111111111,19.0,97.0,0.0,2553.0,103.0,66,1571,291,17113,11938,260912,true
1125,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.crosstabs.design,JRDesignCrosstab,"getTotalVariableName(JRCrosstabMeasure, JRCrosstabRowGroup, JRCrosstabColumnGroup)",3.0,1.0,0.0,0.0,1.0,2.0,17.0,3.0,0.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,40.0,1.0,97.0,2.0,42.0,32.0,57.0,40.0,61.0,3.0,1622.0,1230.0,8741.0,0.104240766073871,13.0,55.0,247.0,0.0,229.0,0.969791666666667,0.376623376623377,182.0,2.36082474226804,3.19298245614035,12.0,88.0,0.0,2918.0,201.0,66,1571,291,17113,11938,260912,false
1130,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.components.spiderchart,SpiderChartXmlWriter,"writeChart(ChartSettings, JRXmlWriteHelper, JRXmlWriter, XmlNamespace)",4.0,0.0,26.0,5.0,0.0,2.0,55.0,5.0,0.0,4.0,0.0,30.0,0.037037037037037,6.0,64.0,1.0,0.0,34.0,0.0,0.176470588235294,1.0,0.0,0.0,9.0,0.0,57.0,18.0,9.0,15.0,0.0,1.0,273.0,273.0,1324.0,1.0,15.0,21.0,92.0,0.0,22.0,1.0,0.0625,22.0,2.44444444444444,2.44444444444444,21.0,154.0,3.0,3573.0,263.0,66,1571,291,17113,11938,260912,false
11,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRApiWriter,"writeAxisFormat(String, JRFont, Color, JRFont, Color, String, Boolean, Color, String, String, boolean)",11.0,0.0,0.0,0.0,0.0,2.0,46.0,10.0,0.0,12.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,143.0,0.0,61.0,112.0,143.0,8.0,0.0,1.0,3849.0,3849.0,129220.0,0.0037400654511454,0.0,143.0,685.0,0.0,478.0,0.985915492957746,1.0,478.0,3.34265734265734,3.34265734265734,96.0,756.0,11.0,17329.0,801.0,66,1571,291,17113,11938,260912,true
12,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRBoxUtil,"setToBox(Byte, Byte, Byte, Byte, Byte, Color, Color, Color, Color, Color, Integer, Integer, Integer, Integer, Integer, JRLineBox)",16.0,16.0,0.0,0.0,16.0,1.0,37.0,1.0,0.0,16.0,0.0,24.0,0.0,3.0,12.0,0.0,0.0,12.0,0.0,0.25,0.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,174.0,174.0,322.0,0.0,0.0,4.0,42.0,0.0,21.0,0.0,1.0,21.0,4.2,4.2,96.0,756.0,11.0,17329.0,801.0,66,1571,291,17113,11938,260912,true
18,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JExcelApiExporter.StyleInfo,"StyleInfo(Pattern, Colour, int, int, int, WritableFont, JRExporterGridCell, boolean)",8.0,1.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,8.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,10.0,2.0,0.0,1.0,8.0,10.0,0.0,1.0,155.0,142.0,66.0,0.733333333333333,0.0,2.0,13.0,0.0,12.0,0.766666666666667,0.6,10.0,1.2,1.25,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
19,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JExcelApiExporter.StyleInfo,"StyleInfo(Pattern, Colour, int, int, int, WritableFont, BoxStyle)",7.0,1.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,0.0,1.0,8.0,10.0,0.0,1.0,155.0,142.0,66.0,0.733333333333333,0.0,2.0,13.0,0.0,12.0,0.766666666666667,0.6,10.0,1.2,1.25,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
21,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRXlsExporter,"createTextCell(JRPrintText, JRExporterGridCell, int, int, JRStyledText, StyleInfo, short)",7.0,0.0,3.0,3.0,0.0,4.0,173.0,15.0,0.0,15.0,0.0,44.0,0.642857142857143,10.0,16.0,9.0,0.0,10.0,0.0,1.0,0.0,8.0,4.0,38.0,1.0,50.0,39.0,30.0,22.0,79.0,3.0,1735.0,1564.0,2873.0,0.238636363636364,1.0,84.0,276.0,0.0,222.0,0.936117936117936,0.5,194.0,5.8421052631579,6.46666666666667,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
22,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRXlsExporter,"getLoadedCellStyle(short, short, short, short, short, HSSFFont, JRExporterGridCell)",7.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,8.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,38.0,1.0,50.0,39.0,30.0,22.0,79.0,3.0,1735.0,1564.0,2873.0,0.238636363636364,1.0,84.0,276.0,0.0,222.0,0.936117936117936,0.5,194.0,5.8421052631579,6.46666666666667,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
26,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRXlsExporter.StyleInfo,"StyleInfo(short, short, short, short, short, HSSFFont, BoxStyle)",7.0,1.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,0.0,1.0,9.0,10.0,0.0,1.0,162.0,149.0,68.0,0.619047619047619,0.0,2.0,14.0,0.0,13.0,0.79,0.8,11.0,1.18181818181818,1.22222222222222,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
31,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRRtfExporter,"exportRightPen(JRPen, JRPen, JRPen, int, int, int, int)",7.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0,0.0,7.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35.0,0.0,50.0,35.0,34.0,16.0,47.0,2.0,1533.0,1524.0,4783.0,0.358333333333333,1.0,72.0,214.0,0.0,186.0,0.948529411764706,0.666666666666667,185.0,5.31428571428571,5.44117647058824,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
32,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRGridLayout,"JRGridLayout(ExporterNature, List, int, int, int, int, CutsInfo)",7.0,6.0,0.0,0.0,6.0,2.0,29.0,2.0,0.0,7.0,0.0,16.0,1.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,27.0,0.0,21.0,18.0,19.0,16.0,0.0,1.0,925.0,683.0,3010.0,0.274509803921569,0.0,18.0,93.0,0.0,139.0,0.913461538461539,0.6,91.0,5.14814814814815,4.78947368421053,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
33,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,JRGridLayout,"JRGridLayout(ExporterNature, ElementWrapper[], int, int, int, int, String)",7.0,0.0,0.0,0.0,0.0,2.0,29.0,2.0,0.0,7.0,0.0,15.0,1.0,1.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,27.0,0.0,21.0,18.0,19.0,16.0,0.0,1.0,925.0,683.0,3010.0,0.274509803921569,0.0,18.0,93.0,0.0,139.0,0.913461538461539,0.6,91.0,5.14814814814815,4.78947368421053,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
36,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export,TextRenderer,"initialize(Graphics2D, int, int, int, int, int, int, int, int, float, HorizontalAlignEnum, VerticalAlignEnum, float, float, int, boolean)",16.0,0.0,5.0,2.0,0.0,2.0,66.0,4.0,0.0,16.0,0.0,37.0,0.842105263157895,1.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,11.0,3.0,6.0,19.0,0.0,1.0,336.0,336.0,38.0,0.0,1.0,6.0,10.0,0.0,25.0,0.789473684210526,0.8,25.0,4.16666666666667,4.16666666666667,81.0,516.0,24.0,21006.0,599.0,66,1571,291,17113,11938,260912,true
39,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export.draw,ElementDrawer,"drawTopPen(Graphics2D, JRPen, JRPen, JRPen, JRPrintElement, int, int)",7.0,0.0,1.0,1.0,0.0,4.0,85.0,5.0,0.0,13.0,0.0,14.0,0.0,4.0,16.0,0.0,0.0,8.0,0.0,0.5,0.0,0.0,0.0,8.0,?,1.0,5.0,8.0,0.0,?,1.0,435.0,435.0,370.0,0.0,0.0,6.0,21.0,7.0,24.0,0.0,?,24.0,3.0,3.0,9.0,37.0,0.0,1824.0,44.0,66,1571,291,17113,11938,260912,true
40,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export.draw,ElementDrawer,"drawLeftPen(Graphics2D, JRPen, JRPen, JRPen, JRPrintElement, int, int)",7.0,0.0,1.0,1.0,0.0,4.0,85.0,5.0,0.0,13.0,0.0,14.0,0.0,4.0,16.0,0.0,0.0,8.0,0.0,0.5,0.0,0.0,0.0,8.0,?,1.0,5.0,8.0,0.0,?,1.0,435.0,435.0,370.0,0.0,0.0,6.0,21.0,7.0,24.0,0.0,?,24.0,3.0,3.0,9.0,37.0,0.0,1824.0,44.0,66,1571,291,17113,11938,260912,true
41,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.export.draw,ElementDrawer,"drawBottomPen(Graphics2D, JRPen, JRPen, JRPen, JRPrintElement, int, int)",7.0,0.0,1.0,1.0,0.0,4.0,86.0,5.0,0.0,14.0,0.0,15.0,0.0,4.0,18.0,0.0,0.0,9.0,0.0,0.444444444444444,0.0,0.0,0.0,8.0,?,1.0,5.0,8.0,0.0,?,1.0,435.0,435.0,370.0,0.0,0.0,6.0,21.0,7.0,24.0,0.0,?,24.0,3.0,3.0,9.0,37.0,0.0,1824.0,44.0,66,1571,291,17113,11938,260912,true
20091,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,ISDAActualActual,"calculateDaycountFraction(Calendar,Calendar)",2.0,0.0,0.0,0.0,0.0,2.0,32.0,4.0,0.0,8.0,0.0,9.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,5.0,1.0,4.0,2.0,125.0,125.0,33.0,0.0,0.0,4.0,16.0,0.0,11.0,1.0,1.0,11.0,2.2,2.2,11.0,35.0,0.0,809.0,37.0,11,58,2,541,326,7842,false
20109,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,DaycountCalculatorFactoryImpl,"getActual365Fixed()",0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,11.0,0.0,14.0,2.0,85.0,85.0,150.0,0.0,0.0,13.0,37.0,0.0,11.0,0.0,1.0,11.0,1.0,1.0,11.0,35.0,0.0,809.0,37.0,11,58,2,541,326,7842,false
20147,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,AccrualException,"AccrualException(Throwable,String)",2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,15.0,3.0,17.0,17.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20154,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,AccrualSchedule,"getEndCalendar()",0.0,1.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,8.0,8.0,26.0,2.0,0.0,1.0,306.0,297.0,856.0,0.0,0.0,8.0,44.0,0.0,36.0,1.03846153846154,0.962962962962963,35.0,1.33333333333333,1.34615384615385,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20161,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,AccrualSchedule,"add(AccrualPeriod)",1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,8.0,8.0,26.0,2.0,0.0,1.0,306.0,297.0,856.0,0.0,0.0,8.0,44.0,0.0,36.0,1.03846153846154,0.962962962962963,35.0,1.33333333333333,1.34615384615385,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20165,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,AccrualSchedule,"addAll(int, Collection)",2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,8.0,8.0,26.0,2.0,0.0,1.0,306.0,297.0,856.0,0.0,0.0,8.0,44.0,0.0,36.0,1.03846153846154,0.962962962962963,35.0,1.33333333333333,1.34615384615385,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20178,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,Notional,"getAmount()",0.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,52.0,16.0,0.0,0.333333333333333,0.0,1.0,6.0,0.0,6.0,0.8,0.333333333333333,2.0,1.0,1.0,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20218,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,Payment,"Payment(Payment)",1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,112.0,58.0,0.0,0.194444444444444,0.0,1.0,12.0,0.0,12.0,0.848484848484848,0.5,6.0,1.0,1.0,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20219,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,Payment,"clone()",0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,112.0,58.0,0.0,0.194444444444444,0.0,1.0,12.0,0.0,12.0,0.848484848484848,0.5,6.0,1.0,1.0,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20223,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual,Payment,"setCurrency(Iso4217Currency)",1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,112.0,58.0,0.0,0.194444444444444,0.0,1.0,12.0,0.0,12.0,0.848484848484848,0.5,6.0,1.0,1.0,7.0,57.0,1.0,889.0,86.0,11,58,2,541,326,7842,false
20246,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date,Tenor,"setAmount(int)",1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,151.0,113.0,0.0,0.6,0.0,0.0,8.0,0.0,16.0,0.928571428571429,0.428571428571429,12.0,2.0,3.0,10.0,60.0,1.0,1447.0,77.0,11,58,2,541,326,7842,false
20303,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual.impl,FloatAccrualPeriod,"getFixingAdjustmentType()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,19.0,2.0,2.0,2.0,7.0,6.0,30.0,3.0,198.0,84.0,257.0,0.169117647058824,0.0,9.0,57.0,0.0,28.0,0.87037037037037,0.333333333333333,16.0,1.47368421052632,2.28571428571429,4.0,18.0,0.0,306.0,34.0,11,58,2,541,326,7842,false
20305,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.accrual.impl,FloatAccrualPeriod,"getFixingBusinessDayConvention()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,19.0,2.0,2.0,2.0,7.0,6.0,30.0,3.0,198.0,84.0,257.0,0.169117647058824,0.0,9.0,57.0,0.0,28.0,0.87037037037037,0.333333333333333,16.0,1.47368421052632,2.28571428571429,4.0,18.0,0.0,306.0,34.0,11,58,2,541,326,7842,false
20342,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.common,CSVFileFormatTokenizer,"nextByte()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,22.0,4.0,0.0,1.0,307.0,295.0,0.0,0.128571428571429,0.0,0.0,23.0,0.0,33.0,0.875,0.954545454545455,32.0,1.43478260869565,1.45454545454545,4.0,34.0,0.0,1229.0,42.0,11,58,2,541,326,7842,false
20377,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.holiday.financialcalendarimpl,InfoFileEntry,"setCode(String)",1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,24.0,1.0,0.0,2.0,8.0,10.0,0.0,1.0,309.0,157.0,88.0,0.119047619047619,0.0,2.0,26.0,0.0,46.0,0.926086956521739,0.333333333333333,30.0,1.91666666666667,3.75,6.0,33.0,0.0,790.0,64.0,11,58,2,541,326,7842,false
1234,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,ISDAActualActual,"calculateDaycountFraction(Calendar, Calendar, Calendar, Calendar)",4.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,5.0,1.0,4.0,2.0,125.0,125.0,33.0,0.0,0.0,4.0,16.0,0.0,11.0,1.0,1.0,11.0,2.2,2.2,11.0,35.0,0.0,809.0,37.0,11,58,2,541,326,7842,true
1236,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,IT30360,"calculateDaycountFraction(Calendar, Calendar, Calendar, Calendar)",4.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,48.0,48.0,0.0,0.0,0.0,1.0,10.0,0.0,8.0,1.0,1.0,8.0,4.0,4.0,11.0,35.0,0.0,809.0,37.0,11,58,2,541,326,7842,true
1237,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,US30360,"calculateDaycountFraction(Calendar, Calendar, Calendar, Calendar)",4.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,64.0,64.0,0.0,0.0,0.0,1.0,10.0,0.0,12.0,1.0,1.0,12.0,6.0,6.0,11.0,35.0,0.0,809.0,37.0,11,58,2,541,326,7842,true
1239,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,Actual365Fixed,"calculateDaycountFraction(Calendar, Calendar, Calendar, Calendar)",4.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,33.0,33.0,5.0,0.0,0.0,2.0,10.0,0.0,4.0,1.0,1.0,4.0,2.0,2.0,11.0,35.0,0.0,809.0,37.0,11,58,2,541,326,7842,true
1240,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount.defaultimpl,Actual366,"calculateDaycountFraction(Calendar, Calendar, Calendar, Calendar)",4.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,35.0,35.0,5.0,0.0,0.0,2.0,10.0,0.0,4.0,1.0,1.0,4.0,2.0,2.0,11.0,35.0,0.0,809.0,37.0,11,58,2,541,326,7842,true
