@relation my_relation
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 string
@data
37.0,30.0,3563.0,3455.0,85.0,0.577778,382.0,0.4375,362.0,29.0,'Y0'
8.0,10.0,1257.0,1248.0,20.0,1.0,293.0,0.285714,292.0,9.0,'Y0'
2.0,30.0,1055.0,986.0,5.0,0.224638,195.0,0.368421,183.0,28.0,'Y0'
10.0,43.0,1527.0,1527.0,36.0,0.063879,322.0,0.976744,322.0,42.0,'Y0'
30.0,11.0,1147.0,1147.0,90.0,0.0,161.0,0.0,161.0,10.0,'Y0'
38.0,57.0,2216.0,2100.0,152.0,0.414966,422.0,0.484848,401.0,55.0,'Y0'
19.0,36.0,1836.0,1825.0,63.0,0.005848,468.0,0.833333,465.0,29.0,'Y0'
28.0,9.0,2084.0,2043.0,69.0,0.277778,508.0,0.583333,504.0,8.0,'Y0'
50.0,86.0,4973.0,4973.0,193.0,0.005445,695.0,0.0,695.0,85.0,'Y0'
0.0,7.0,99.0,32.0,0.0,0.130719,21.0,0.352941,8.0,5.0,'Y1'
32.0,67.0,1854.0,1731.0,75.0,0.43956,390.0,0.814815,369.0,64.0,'Y0'
41.0,17.0,1268.0,1217.0,99.0,0.285714,257.0,1.0,245.0,13.0,'Y0'
0.0,2.0,47.0,33.0,0.0,1.0,3.0,0.0,2.0,0.0,'Y0'
31.0,22.0,1261.0,1261.0,77.0,0.073529,198.0,1.0,198.0,17.0,'Y0'
25.0,36.0,1012.0,849.0,42.0,0.15625,174.0,0.430769,143.0,34.0,'Y0'
49.0,73.0,6908.0,6908.0,158.0,0.006036,496.0,0.0,496.0,72.0,'Y0'
15.0,51.0,1606.0,1544.0,43.0,0.235028,226.0,0.782609,216.0,50.0,'Y0'
0.0,1.0,65.0,65.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
25.0,14.0,1040.0,933.0,70.0,0.194444,139.0,1.0,125.0,13.0,'Y0'
0.0,0.0,52.0,1.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
32.0,43.0,3148.0,2982.0,55.0,0.283391,359.0,0.717949,329.0,41.0,'Y0'
0.0,1.0,43.0,43.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
18.0,26.0,1801.0,1668.0,65.0,0.301075,182.0,0.666667,165.0,25.0,'Y0'
9.0,28.0,1421.0,1380.0,42.0,0.283251,242.0,0.4,231.0,28.0,'Y0'
12.0,43.0,1662.0,1562.0,82.0,0.477891,227.0,0.782609,217.0,42.0,'Y0'
27.0,42.0,2030.0,1961.0,66.0,0.404878,261.0,0.806452,254.0,41.0,'Y0'
0.0,1.0,118.0,6.0,0.0,0.142857,9.0,0.111111,1.0,0.0,'Y1'
0.0,5.0,335.0,121.0,0.0,0.066667,21.0,0.238095,5.0,0.0,'Y1'
15.0,56.0,1399.0,1339.0,31.0,0.337979,215.0,1.0,206.0,52.0,'Y0'
0.0,5.0,127.0,77.0,0.0,0.0,11.0,0.294118,5.0,0.0,'Y1'
1.0,4.0,214.0,108.0,3.0,0.090909,16.0,0.25,4.0,0.0,'Y1'
68.0,114.0,4156.0,4115.0,161.0,0.4,729.0,0.466667,721.0,112.0,'Y0'
16.0,10.0,1648.0,1624.0,26.0,0.472222,165.0,0.166667,162.0,9.0,'Y0'
1.0,3.0,131.0,17.0,1.0,0.611111,21.0,0.25,6.0,0.0,'Y1'
16.0,16.0,1078.0,852.0,23.0,0.484848,211.0,0.692308,176.0,15.0,'Y0'
10.0,17.0,1128.0,1128.0,18.0,0.454545,142.0,1.0,142.0,16.0,'Y0'
54.0,55.0,4491.0,4361.0,137.0,0.375758,483.0,0.72973,463.0,54.0,'Y0'
1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,'Y0'
0.0,2.0,38.0,18.0,0.0,0.2,7.0,0.125,3.0,1.0,'Y1'
0.0,1.0,16.0,16.0,0.0,1.0,1.0,0.083333,1.0,1.0,'Y0'
15.0,13.0,1469.0,1413.0,32.0,0.22381,99.0,0.391304,85.0,7.0,'Y0'
3.0,1.0,232.0,232.0,12.0,1.0,3.0,0.1,3.0,0.0,'Y0'
8.0,20.0,541.0,506.0,20.0,0.261905,89.0,0.571429,80.0,20.0,'Y0'
15.0,36.0,1485.0,1485.0,44.0,0.113846,212.0,1.0,212.0,34.0,'Y0'
47.0,77.0,3392.0,3175.0,118.0,0.416425,553.0,0.648148,539.0,76.0,'Y0'
21.0,20.0,1201.0,1191.0,50.0,0.428571,226.0,0.545455,225.0,19.0,'Y0'
25.0,62.0,1210.0,1063.0,34.0,0.146944,176.0,0.6,148.0,60.0,'Y0'
2.0,1.0,10.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,'Y0'
48.0,139.0,3652.0,2855.0,135.0,0.106476,499.0,0.651042,390.0,134.0,'Y0'
31.0,20.0,1101.0,1005.0,58.0,0.471429,262.0,0.424242,250.0,18.0,'Y0'
41.0,42.0,1564.0,1538.0,110.0,0.378917,376.0,0.88,371.0,38.0,'Y0'
37.0,40.0,1353.0,1353.0,67.0,0.381818,211.0,1.0,211.0,39.0,'Y0'
4.0,4.0,61.0,57.0,4.0,0.0,5.0,0.75,4.0,3.0,'Y0'
1.0,1.0,24.0,24.0,1.0,1.0,7.0,0.4,7.0,1.0,'Y0'
0.0,4.0,17.0,5.0,0.0,0.142857,8.0,0.5,4.0,4.0,'Y1'
0.0,1.0,45.0,20.0,0.0,0.0,4.0,0.090909,1.0,0.0,'Y1'
19.0,56.0,1371.0,1286.0,52.0,0.088627,247.0,0.826087,229.0,53.0,'Y0'
35.0,21.0,1079.0,1058.0,57.0,0.383333,69.0,0.571429,64.0,20.0,'Y0'
0.0,1.0,27.0,27.0,0.0,0.111111,11.0,0.090909,1.0,0.0,'Y1'
60.0,30.0,1881.0,1858.0,76.0,0.428571,74.0,0.875,72.0,29.0,'Y0'
7.0,18.0,510.0,440.0,9.0,0.785714,43.0,0.73913,38.0,16.0,'Y0'
0.0,3.0,38.0,38.0,0.0,1.0,3.0,0.272727,3.0,0.0,'Y0'
0.0,1.0,57.0,57.0,0.0,1.0,1.0,0.142857,1.0,0.0,'Y0'
17.0,25.0,1032.0,1014.0,39.0,0.490476,153.0,0.933333,149.0,23.0,'Y0'
0.0,1.0,106.0,53.0,0.0,0.0,7.0,0.0,1.0,0.0,'Y1'
0.0,1.0,118.0,6.0,0.0,0.142857,9.0,0.0,1.0,0.0,'Y1'
0.0,5.0,142.0,92.0,0.0,0.0,11.0,0.0,5.0,0.0,'Y1'
18.0,67.0,3547.0,2997.0,62.0,0.392888,411.0,0.4,314.0,66.0,'Y0'
12.0,15.0,1052.0,1031.0,23.0,0.346154,92.0,0.9,90.0,14.0,'Y0'
16.0,37.0,1699.0,1676.0,35.0,0.334454,228.0,0.933333,226.0,36.0,'Y0'
0.0,2.0,182.0,78.0,0.0,0.142857,10.0,0.2,2.0,0.0,'Y1'
10.0,34.0,1404.0,1157.0,17.0,0.44367,141.0,0.744186,121.0,32.0,'Y0'
0.0,2.0,22.0,14.0,0.0,1.0,3.0,0.666667,2.0,1.0,'Y0'
2.0,5.0,147.0,53.0,5.0,0.21978,17.0,0.333333,7.0,4.0,'Y1'
1.0,1.0,38.0,38.0,1.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,1.0,32.0,32.0,1.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,1.0,43.0,43.0,1.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,1.0,29.0,29.0,1.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,1.0,105.0,105.0,1.0,1.0,1.0,0.0,1.0,0.0,'Y0'
3.0,11.0,214.0,174.0,5.0,0.076923,15.0,0.785714,12.0,10.0,'Y0'
2.0,8.0,83.0,83.0,2.0,0.0,8.0,0.4,8.0,8.0,'Y0'
0.0,0.0,37.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,'Y1'
0.0,0.0,35.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,'Y1'
0.0,0.0,37.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,'Y1'
0.0,0.0,37.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,'Y1'
20.0,53.0,1600.0,1489.0,85.0,0.260652,235.0,0.4,223.0,52.0,'Y0'
1.0,1.0,153.0,11.0,1.0,1.0,17.0,0.111111,2.0,0.0,'Y1'
1.0,4.0,17.0,17.0,1.0,0.333333,4.0,1.0,4.0,3.0,'Y0'
3.0,1.0,19.0,19.0,3.0,1.0,3.0,1.0,3.0,1.0,'Y0'
0.0,1.0,15.0,3.0,0.0,0.333333,5.0,0.2,1.0,0.0,'Y1'
0.0,1.0,23.0,23.0,0.0,0.177778,11.0,0.066667,1.0,0.0,'Y1'
0.0,1.0,83.0,65.0,0.0,0.2,7.0,0.142857,1.0,0.0,'Y1'
0.0,0.0,18.0,18.0,0.0,0.142857,8.0,0.0,0.0,0.0,'Y1'
0.0,1.0,30.0,30.0,0.0,0.090909,13.0,0.076923,1.0,0.0,'Y1'
0.0,0.0,48.0,48.0,0.0,0.2,10.0,0.0,0.0,0.0,'Y1'
0.0,1.0,52.0,31.0,0.0,0.047619,13.0,0.125,6.0,0.0,'Y1'
0.0,2.0,52.0,52.0,0.0,0.090909,14.0,0.142857,2.0,0.0,'Y1'
0.0,0.0,15.0,15.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
0.0,1.0,57.0,57.0,0.0,0.151515,15.0,0.076923,1.0,0.0,'Y1'
0.0,0.0,22.0,22.0,0.0,0.111111,10.0,0.0,0.0,0.0,'Y1'
17.0,41.0,1541.0,1078.0,35.0,0.129032,152.0,0.458333,104.0,38.0,'Y0'
8.0,7.0,135.0,135.0,9.0,0.0,20.0,1.0,20.0,7.0,'Y0'
2.0,4.0,54.0,38.0,2.0,0.666667,7.0,0.666667,5.0,2.0,'Y0'
0.0,1.0,44.0,8.0,0.0,0.333333,5.0,0.2,1.0,0.0,'Y1'
15.0,49.0,1099.0,1057.0,40.0,0.259958,122.0,0.644068,114.0,49.0,'Y0'
3.0,2.0,54.0,54.0,2.0,0.0,2.0,1.0,2.0,2.0,'Y0'
10.0,8.0,533.0,322.0,16.0,0.259259,50.0,0.16,28.0,7.0,'Y0'
0.0,3.0,161.0,44.0,0.0,0.1,23.0,0.107143,4.0,2.0,'Y1'
5.0,19.0,94.0,94.0,7.0,0.006536,25.0,1.0,25.0,18.0,'Y0'
2.0,1.0,27.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,'Y0'
0.0,1.0,70.0,30.0,0.0,0.0,5.0,0.2,1.0,0.0,'Y1'
23.0,82.0,1747.0,1595.0,88.0,0.041209,502.0,0.642857,471.0,82.0,'Y0'
13.0,45.0,1692.0,1493.0,44.0,0.128671,333.0,0.447917,295.0,44.0,'Y0'
1.0,1.0,65.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,'Y0'
1.0,2.0,22.0,16.0,0.0,1.0,3.0,0.666667,2.0,1.0,'Y0'
1.0,1.0,87.0,51.0,1.0,0.0,13.0,0.142857,7.0,0.0,'Y1'
4.0,4.0,287.0,44.0,6.0,0.045977,35.0,0.1,8.0,4.0,'Y1'
33.0,95.0,3545.0,3446.0,103.0,0.500947,481.0,0.94186,467.0,93.0,'Y0'
33.0,44.0,2091.0,1866.0,50.0,0.263645,298.0,0.666667,271.0,43.0,'Y0'
0.0,1.0,107.0,55.0,0.0,0.0,7.0,0.125,2.0,0.0,'Y1'
3.0,3.0,31.0,31.0,4.0,0.0,4.0,1.0,4.0,2.0,'Y0'
2.0,1.0,105.0,93.0,2.0,1.0,4.0,0.5,2.0,0.0,'Y0'
0.0,78.0,2200.0,2200.0,0.0,0.010723,826.0,0.882353,826.0,74.0,'Y0'
3.0,2.0,25.0,25.0,5.0,1.0,6.0,0.4,6.0,1.0,'Y0'
0.0,1.0,8.0,8.0,0.0,1.0,1.0,0.25,1.0,0.0,'Y0'
77.0,394.0,4130.0,4124.0,156.0,0.000169,938.0,0.755299,937.0,392.0,'Y0'
0.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,'Y0'
0.0,4.0,18.0,18.0,0.0,1.0,4.0,1.0,4.0,0.0,'Y0'
50.0,26.0,1042.0,972.0,57.0,0.48,124.0,0.75,116.0,23.0,'Y0'
