@relation my_relation
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 real
@attribute attr37 real
@attribute attr38 real
@attribute attr39 real
@attribute attr40 real
@attribute attr41 real
@attribute attr42 real
@attribute attr43 real
@attribute attr44 real
@attribute attr45 real
@attribute attr46 real
@attribute attr47 real
@attribute attr48 real
@attribute attr49 real
@attribute attr50 real
@attribute attr51 real
@attribute attr52 real
@attribute attr53 real
@attribute attr54 real
@attribute attr55 real
@attribute attr56 real
@attribute attr57 real
@attribute attr58 real
@attribute attr59 real
@attribute attr60 real
@attribute attr61 real
@attribute attr62 real
@attribute attr63 real
@attribute attr64 real
@attribute attr65 real
@attribute attr66 real
@attribute attr67 real
@attribute attr68 real
@attribute attr69 real
@attribute attr70 real
@attribute attr71 real
@attribute attr72 real
@attribute attr73 real
@attribute attr74 real
@attribute attr75 real
@attribute attr76 real
@attribute attr77 real
@attribute attr78 real
@attribute attr79 real
@attribute attr80 real
@attribute attr81 real
@attribute attr82 string
@data
0.0,0.0,0.0,0.0,0.0,3.0,15.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,5.0,14.0,2.0,166.0,166.0,4.0,0.5,0.0,10.0,34.0,0.0,10.0,0.6,1.0,10.0,2.5,2.5,7.0,34.0,0.0,713.0,36.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,'Y0'
1.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,5.0,14.0,2.0,166.0,166.0,4.0,0.5,0.0,10.0,34.0,0.0,10.0,0.6,1.0,10.0,2.5,2.5,7.0,34.0,0.0,713.0,36.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,5.0,14.0,2.0,166.0,166.0,4.0,0.5,0.0,10.0,34.0,0.0,10.0,0.6,1.0,10.0,2.5,2.5,7.0,34.0,0.0,713.0,36.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,'Y0'
1.0,0.0,2.0,1.0,0.0,3.0,32.0,6.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,34.0,34.0,1.0,1.0,0.0,3.0,2.0,0.0,6.0,0.0,0.913043,6.0,6.0,6.0,7.0,34.0,0.0,713.0,36.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,'Y0'
3.0,0.0,0.0,0.0,0.0,6.0,134.0,22.0,0.0,10.0,0.0,20.0,0.636364,1.0,1.0,7.0,13.0,1.0,0.0,1.0,3.0,9.0,7.0,63.0,0.0,3.0,5.0,54.0,23.0,0.0,2.0,2005.0,1910.0,11.0,0.383503,2.0,3.0,77.0,3.0,244.0,0.953717,0.913043,233.0,3.873016,4.314815,11.0,101.0,0.0,2259.0,113.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,4.0,17.0,0.0,9.0,6.0,6.0,14.0,3.0,0.0,34.0,10.0,19.0,0.0,4.0,4.0,55.0,1.0,0.0,4.0,1.0,58.0,50.0,0.0,4.0,0.0,'Y0'
3.0,0.0,3.0,1.0,0.0,6.0,122.0,24.0,0.0,12.0,0.0,25.0,0.5,2.0,1.0,7.0,10.0,4.0,0.0,0.5,3.0,9.0,7.0,63.0,0.0,3.0,5.0,54.0,23.0,0.0,2.0,2005.0,1910.0,11.0,0.383503,2.0,3.0,77.0,3.0,244.0,0.953717,0.913043,233.0,3.873016,4.314815,11.0,101.0,0.0,2259.0,113.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,4.0,17.0,0.0,9.0,6.0,6.0,14.0,3.0,0.0,34.0,10.0,19.0,0.0,4.0,4.0,55.0,1.0,0.0,4.0,1.0,58.0,50.0,0.0,4.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,146.0,146.0,1.0,0.622222,0.0,0.0,12.0,1.0,17.0,0.3,1.0,17.0,1.545455,1.545455,3.0,16.0,0.0,197.0,16.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,10.0,0.0,1.0,0.0,'Y0'
1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,146.0,146.0,1.0,0.622222,0.0,0.0,12.0,1.0,17.0,0.3,1.0,17.0,1.545455,1.545455,3.0,16.0,0.0,197.0,16.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,10.0,0.0,1.0,0.0,'Y0'
1.0,1.0,0.0,0.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,146.0,146.0,1.0,0.622222,0.0,0.0,12.0,1.0,17.0,0.3,1.0,17.0,1.545455,1.545455,3.0,16.0,0.0,197.0,16.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,10.0,0.0,1.0,0.0,'Y0'
2.0,0.0,10.0,5.0,0.0,6.0,181.0,29.0,0.0,24.0,0.0,40.0,0.166667,9.0,15.0,2.0,1.0,24.0,0.0,0.375,0.0,1.0,0.0,7.0,0.0,11.0,12.0,6.0,5.0,0.0,1.0,321.0,306.0,20.0,0.2,0.0,13.0,38.0,0.0,51.0,0.866667,0.75,48.0,7.285714,8.0,14.0,112.0,4.0,2893.0,139.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,1.0,0.0,'Y1'
1.0,0.0,14.0,6.0,0.0,8.0,110.0,20.0,1.0,15.0,2.0,33.0,0.066667,7.0,6.0,1.0,0.0,18.0,2.0,0.388889,3.0,0.0,0.0,7.0,0.0,14.0,7.0,7.0,1.0,0.0,1.0,130.0,130.0,6.0,0.066667,0.0,9.0,25.0,0.0,26.0,0.833333,1.0,26.0,3.714286,3.714286,8.0,45.0,0.0,1008.0,55.0,14.0,66.0,8.0,641.0,438.0,8425.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,'Y1'
4.0,1.0,1.0,1.0,1.0,3.0,22.0,3.0,0.0,6.0,0.0,10.0,0.75,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,1.0,4.0,9.0,5.0,0.0,1.0,200.0,200.0,2.0,1.0,0.0,3.0,13.0,0.0,20.0,0.825,1.0,20.0,2.222222,2.222222,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,7.0,8.0,0.0,1.0,0.0,'Y0'
1.0,1.0,1.0,1.0,1.0,2.0,18.0,2.0,0.0,5.0,0.0,9.0,0.75,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,1.0,4.0,9.0,5.0,0.0,1.0,200.0,200.0,2.0,1.0,0.0,3.0,13.0,0.0,20.0,0.825,1.0,20.0,2.222222,2.222222,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,7.0,8.0,0.0,1.0,0.0,'Y0'
0.0,1.0,0.0,0.0,1.0,2.0,13.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,4.0,9.0,5.0,0.0,1.0,200.0,200.0,2.0,1.0,0.0,3.0,13.0,0.0,20.0,0.825,1.0,20.0,2.222222,2.222222,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,7.0,8.0,0.0,1.0,0.0,'Y0'
3.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,4.0,9.0,5.0,0.0,1.0,200.0,200.0,2.0,1.0,0.0,3.0,13.0,0.0,20.0,0.825,1.0,20.0,2.222222,2.222222,14.0,26.0,0.0,817.0,116.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,7.0,8.0,0.0,1.0,0.0,'Y0'
2.0,1.0,6.0,1.0,1.0,5.0,23.0,5.0,0.0,4.0,0.0,16.0,0.142857,1.0,1.0,1.0,0.0,6.0,0.0,0.166667,0.0,6.0,0.0,18.0,0.0,12.0,2.0,12.0,6.0,0.0,1.0,240.0,190.0,6.0,0.428571,0.0,3.0,40.0,0.0,37.0,0.803922,0.666667,30.0,2.055556,2.5,132.0,463.0,16.0,7206.0,551.0,3.0,153.0,16.0,689.0,510.0,8378.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,3.0,0.0,'Y1'
1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,4.0,0.666667,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,45.0,6.0,29.0,29.0,2.0,0.0,0.0,9.0,18.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,45.0,6.0,29.0,29.0,2.0,0.0,0.0,9.0,18.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,45.0,6.0,29.0,29.0,2.0,0.0,0.0,9.0,18.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,45.0,6.0,29.0,29.0,2.0,0.0,0.0,9.0,18.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,45.0,6.0,29.0,29.0,2.0,0.0,0.0,9.0,18.0,0.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,0.0,2303.0,198.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,'Y0'
0.0,1.0,4.0,2.0,1.0,6.0,119.0,32.0,0.0,7.0,0.0,31.0,0.833333,2.0,1.0,20.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,134.0,0.0,13.0,14.0,133.0,66.0,52.0,3.0,5744.0,5732.0,20.0,0.938942,65.0,55.0,157.0,0.0,1192.0,0.99738,0.084507,1191.0,8.895522,8.954887,18.0,408.0,4.0,12655.0,440.0,3.0,65.0,4.0,780.0,673.0,16524.0,0.0,1.0,0.0,0.0,65.0,65.0,65.0,1.0,0.0,0.0,6.0,64.0,63.0,1.0,125.0,0.0,9.0,64.0,64.0,61.0,0.0,9.0,128.0,0.0,5.0,0.0,'Y0'
2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,13.0,6.0,7.0,6.0,0.0,1.0,301.0,301.0,8.0,0.0,0.0,6.0,23.0,0.0,48.0,1.0,1.0,48.0,6.857143,6.857143,7.0,41.0,1.0,928.0,41.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,'Y0'
5.0,0.0,15.0,3.0,0.0,2.0,17.0,2.0,0.0,6.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,1.0,0.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,1.0,20.0,20.0,0.0,1.0,0.0,5.0,6.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,153.0,385.0,0.0,6579.0,454.0,4.0,190.0,3.0,713.0,563.0,9457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,'Y1'
2.0,2.0,0.0,0.0,10.0,1.0,4.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,228.0,228.0,0.0,1.0,0.0,0.0,11.0,0.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,0.0,228.0,11.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,0.0,'Y0'
1.0,2.0,0.0,0.0,10.0,1.0,8.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,228.0,228.0,0.0,1.0,0.0,0.0,11.0,0.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,0.0,228.0,11.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,0.0,'Y0'
1.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,228.0,228.0,0.0,1.0,0.0,0.0,11.0,0.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,0.0,228.0,11.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,0.0,'Y0'
1.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,228.0,228.0,0.0,1.0,0.0,0.0,11.0,0.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,0.0,228.0,11.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,0.0,'Y0'
1.0,0.0,0.0,0.0,0.0,2.0,23.0,4.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,228.0,228.0,0.0,1.0,0.0,0.0,11.0,0.0,46.0,0.933333,1.0,46.0,4.181818,4.181818,1.0,11.0,0.0,228.0,11.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,0.0,'Y0'
2.0,0.0,10.0,3.0,0.0,6.0,50.0,11.0,0.0,8.0,0.0,18.0,0.0,1.0,5.0,0.0,2.0,5.0,0.0,0.2,0.0,0.0,0.0,17.0,0.0,42.0,8.0,17.0,0.0,25.0,3.0,391.0,391.0,23.0,1.0,0.0,39.0,79.0,0.0,92.0,0.0,0.0,92.0,5.411765,5.411765,7.0,133.0,1.0,1345.0,133.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,1.0,'Y0'
0.0,2.0,19.0,5.0,2.0,8.0,413.0,89.0,0.0,23.0,0.0,61.0,0.394737,11.0,18.0,15.0,7.0,23.0,0.0,0.478261,0.0,0.0,5.0,9.0,0.0,34.0,14.0,9.0,4.0,20.0,2.0,819.0,819.0,18.0,0.533333,1.0,30.0,60.0,0.0,150.0,0.71875,0.8,150.0,16.666667,16.666667,61.0,399.0,1.0,14229.0,466.0,7.0,102.0,2.0,808.0,724.0,19045.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,1.0,'Y1'
4.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,17.0,0.0,3.0,7.0,17.0,10.0,0.0,7.0,571.0,571.0,19.0,0.363636,0.0,6.0,39.0,1.0,45.0,0.89375,0.913043,45.0,2.647059,2.647059,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,2.0,0.0,'Y0'
4.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,17.0,0.0,3.0,7.0,17.0,10.0,0.0,7.0,571.0,571.0,19.0,0.363636,0.0,6.0,39.0,1.0,45.0,0.89375,0.913043,45.0,2.647059,2.647059,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,2.0,0.0,'Y0'
1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,17.0,0.0,3.0,7.0,17.0,10.0,0.0,7.0,571.0,571.0,19.0,0.363636,0.0,6.0,39.0,1.0,45.0,0.89375,0.913043,45.0,2.647059,2.647059,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,2.0,0.0,'Y0'
1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,17.0,0.0,3.0,7.0,17.0,10.0,0.0,7.0,571.0,571.0,19.0,0.363636,0.0,6.0,39.0,1.0,45.0,0.89375,0.913043,45.0,2.647059,2.647059,33.0,165.0,1.0,3052.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,2.0,0.0,'Y0'
1.0,0.0,7.0,2.0,0.0,6.0,270.0,35.0,0.0,42.0,0.0,62.0,0.642857,11.0,20.0,9.0,10.0,22.0,0.0,0.5,0.0,1.0,1.0,40.0,0.0,14.0,17.0,39.0,16.0,0.0,1.0,1243.0,1234.0,46.0,0.239683,2.0,20.0,94.0,0.0,133.0,0.959936,0.921053,132.0,3.325,3.384615,22.0,154.0,1.0,4151.0,176.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,14.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,10.0,36.0,4.0,0.0,0.0,9.0,0.0,31.0,38.0,9.0,0.0,29.0,2.0,38.0,0.0,1.0,1.0,'Y0'
7.0,0.0,9.0,1.0,0.0,8.0,402.0,72.0,0.0,32.0,0.0,44.0,0.25,2.0,3.0,3.0,4.0,3.0,0.0,0.666667,1.0,5.0,1.0,16.0,0.0,11.0,5.0,11.0,4.0,0.0,1.0,739.0,714.0,7.0,0.714286,0.0,4.0,24.0,0.0,117.0,0.866667,0.5,112.0,7.3125,10.181818,15.0,154.0,2.0,4404.0,202.0,7.0,100.0,5.0,703.0,613.0,14480.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,2.0,0.0,'Y1'
1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,2.0,12.0,12.0,1.0,0.0,0.0,5.0,11.0,0.0,3.0,0.0,1.0,3.0,1.5,1.5,8.0,20.0,0.0,147.0,20.0,28.0,204.0,11.0,1031.0,987.0,9065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,'Y0'
